PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
7021,ADP CENTRAL PROCESSING UNIT-DIGITAL,10/15/1978,9/30/2011,"ADP Central Processing Unit (CPU, Computer), Digital",,"Digital refers to the representation of discrete numbers, symbols and alphabetic  characters by a predetermined, coded combination of electrical  impulses. This class includes only CPUs that accept information represented  by digital impulses. Specifically, a device capable of performing sequences of  arithmetic and logic operations (a program) not only on data but also on the program which is contained in its internal memory (storage) without intervention of an operator.",
7022,"ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), HYBRID",10/1/2011,,"ADP Central Processing Unit (CPU, Computer), Hybrid",,Hybrid refers to a combination of analog and digital capability as  defined in classes 7020 and 7021 with conversion capability required for  intercommunication.,
7022,ADP CENTRAL PROCESSING UNIT-HYBRID,10/15/1978,9/30/2011,"ADP Central Processing Unit (CPU, Computer), Hybrid",,Hybrid refers to a combination of analog and digital capability as  defined in classes 7020 and 7021 with conversion capability required for  intercommunication.,
7025,ADP INPUT/OUTPUT AND STORAGE DEVICES,10/1/2011,,ADP Input/Output and Storage Devices,,"This class includes devices used to control and transfer information to and from a Computer (as modified).  The input device is used for transferring data and instructions into a computer.  The output device is used to transfer results of processing by the computer to ADP peripheral devices.  Input/output devices combine the above functions in the same device.  This class includes printers, display units, disk drive units (magnetic, optical and floptical), tape drive units, terminals, data entry devices and transfer units.  Also includes Optical Compact Disk (CD) devices used for the storage and retrieval of data and firmware.",
7025,ADP INPUT/OUTPUT & STORAGE DEVICES,10/15/1978,9/30/2011,ADP Input/Output and Storage Devices,,"This class includes devices used to control and transfer information to and from a Computer (as modified).  The input device is used for transferring data and instructions into a computer.  The output device is used to transfer results of processing by the computer to ADP peripheral devices.  Input/output devices combine the above functions in the same device.  This class includes printers, display units, disk drive units (magnetic, optical and floptical), tape drive units, terminals, data entry devices and transfer units.  Also includes Optical Compact Disk (CD) devices used for the storage and retrieval of data and firmware.",
7030,ADP SOFTWARE,10/15/1978,,ADP Software,operating manuals and programmers manuals properly classified in FSG 76; Excludes software designed to Government specifications to satisfy the requirements of a particular user or for use with ADPE properly classifiable in an FSG other than FSG 70.,"Software is a series of instructions or statements in a form  acceptable to a CPU, designed to cause the ADPE configuration to  execute an operation or operations; or a collection of data in a form capable of being processed and operated on by a computer.","system  programs, such as operating systems, assemblers, compilers, executive routines,  interpreters, translators; utility programs, such as sort/merge programs, media  conversion, maintenance diagnostic programs; and application programs, such as payroll, inventory control, and engineering analysis programs."
7035,ADP SUPPORT EQUIPMENT,10/15/1978,,ADP Support Equipment,,"This class includes various devices and associated control  units which are designed for use in combination or conjunction with  an ADPE configuration but are not part of the configuration itself.  ADP support equipment includes magnetic tape testing , certifying,  and cleaning equipment; disk pack testing, certifying and cleaning equipment; tape equipment, rewinders, splicers, and spoolers and card reconditioners.  Included in this class are complete  units and components of related general purpose commercially available support equipment which are not specifically designed for use as part of system  such as a weapon system, control system, digital image processing system,  missile system, communication system or navigation system.  Also included  are support control systems and components not specifically designed for use  with process control such as automatic machine tool processing operations in which flow, pressure, temperature or other parameters are controlled by  instrument regulations in automatic machine tool and process operations.",
7040,PUNCHED CARD EQUIPMENT,10/15/1978,,Punched Card Equipment,Card actuated machines designed for use with an ADPE system.,,"Collating machines, key punch machines, tabulating machines; verifiers; reproducers; summary punches, sorters; interpreters."
7042,MINI AND MICRO COMPUTER CONTROL DEVICES,10/1/2011,,Mini and Micro Computer Control Devices,"Mini and micro computer control devices which are designed  specifically for use in and/or integral to higher order systems, e.g., aircraft  fire control systems, numerically controlled machine tools, sequence  controlled printing equipment, motion measuring instruments, office information system equipment; and the like.",,"Mini or micro computers used as control mechanisms where  computer technology is essential in controlling, monitoring, measuring,  and directing processes, devices, instruments or other equipment."
7042,MINI & MICRO COMPUTER CONT DEVICES,3/15/1982,9/30/2011,Mini and Micro Computer Control Devices,"Mini and micro computer control devices which are designed  specifically for use in and/or integral to higher order systems, e.g., aircraft  fire control systems, numerically controlled machine tools, sequence  controlled printing equipment, motion measuring instruments, office information system equipment; and the like.",,"Mini or micro computers used as control mechanisms where  computer technology is essential in controlling, monitoring, measuring,  and directing processes, devices, instruments or other equipment."
7045,ADP SUPPLIES,10/15/1978,,ADP Supplies,,"This class includes ADP tape seal bands, reels and hubs, carrying cases, canisters, and the like.  Also includes all nonrecorded magnetic recording media deigned to be used with ADP equipment, such as magnetic tape, removable disk packs, magnetic cards, cassettes and diskettes.  Also includes Optical Disks used for the storage of data.",
7050,ADP COMPONENTS,10/15/1978,,ADP Components,,"This class includes ADP component assemblies that are parts  of analog, digital or hybrid data processing devices.  Excluded from the class are  items for which more specific classifications are suitable.  The FSC structure  and indexes will govern the classification of those items permitted  classification in a single class only.",
71,FURNITURE,10/1/1979,,,,,
7105,HOUSEHOLD FURNITURE,10/15/1978,,Household Furniture,"Hospital Beds and Bedsprings; Ash Trays; Mattresses; Bedsprings,  Box Style (Fabric Covered).",,"Bedsprings, Open Style (All-metallic); Folding Chairs; Camp Furniture; Mirrors, Wall Mounting and Furniture Types; Smoking Stands."
7110,OFFICE FURNITURE,10/15/1978,,Office Furniture,Dental X-Ray Film Protective Safes; Visible Record Equipment.,,Filing Cabinets; Safes; Post Office Furniture; School Furniture;  Blackboards.
7125,"CABINETS, LOCKERS, BINS, AND SHELVING",10/1/2011,,"Cabinets, Lockers, Bins, and Shelving",Foot Lockers; Filing Cabinets.,,Kitchen Cabinets; Sectional Shelving.
7125,CABINETS LOCKERS BINS & SHELVING,10/15/1978,9/30/2011,"Cabinets, Lockers, Bins, and Shelving",Foot Lockers; Filing Cabinets.,,Kitchen Cabinets; Sectional Shelving.
7195,MISC FURNITURE & FIXTURES,10/15/1978,9/30/2011,Miscellaneous Furniture and Fixtures,,,"Stone, Clay, and Concrete Furniture; Auditorium and Theater Furniture; Library Furniture; Cashier Stands"
7195,MISCELLANEOUS FURNITURE AND FIXTURES,10/1/2011,,Miscellaneous Furniture and Fixtures,,,"Stone, Clay, and Concrete Furniture; Auditorium and Theater Furniture; Library Furniture; Cashier Stands"
72,HOUSEHOLD/COMMERC FURNISH/APPLIANCE,10/1/1979,,,,,
7210,HOUSEHOLD FURNISHINGS,10/15/1978,,Household Furnishings,"Floor Coverings; Curtains; Draperies; Paper Napkins; Paper Dollies; Bedsprings, Open Style (All-Metallic).",,"Household furnishings of Textiles, Plastics, Paper, Rubber, and  other materials; Sheets, Pillows, Blankets, and other Bedding; Insect Bars; Tablecloths; Towels; Steamer Rugs; Mattresses; Bedsprings, Box style  (Fabric Covered); Bedspring and Mattress Sets."
7220,FLOOR COVERINGS,10/15/1978,,Floor Coverings,Vehicular Floor Mats.,,Linoleum; Rubber and Asphalt Tile; Carpets; Rugs; Rug Pads.
7230,"DRAPERIES, AWNINGS, AND SHADES",10/15/1978,,"Draperies, Awnings, and Shades",,,"Curtains; Specialized Hardware and Fittings for Curtains, Draperies, Venetian Blinds, and Window Shades."
7240,HOUSEHOLD AND COMMERCIAL UTILITY CONTAINERS,10/1/2011,,Household and Commercial Utility Containers,,,Refuse Cans; Sprinkling Cans; Clothes Hampers; Household Basket; Fabric Utility Containers.
7240,HOUSEHOLD & COMM UTIL CONTAINERS,10/15/1978,9/30/2011,Household and Commercial Utility Containers,,,Refuse Cans; Sprinkling Cans; Clothes Hampers; Household Basket; Fabric Utility Containers.
7290,MSC HOUSEHOLD FURNISHINGS APPLIANCE,10/15/1978,9/30/2011,Miscellaneous Household and Commercial Furnishings and Appliances,,,Fireplace Sets; Vases and Urns; Household Sewing Machines.
7290,MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,10/1/2011,,Miscellaneous Household and Commercial Furnishings and Appliances,,,Fireplace Sets; Vases and Urns; Household Sewing Machines.
73,FOOD PREPARATION/SERVING EQPT,10/1/1979,,,,,
7310,"FOOD COOKING, BAKING, AND SERVING EQUIPMENT",10/1/2011,,"Food Cooking, Baking, and Serving Equipment","Carts other than Serving; Commissary or Food Store Type Refrigeration Equipment; Commercial Household, or Professional and Scientific Refrigerators; Drinking Fountains; (see class 4110 for items excluded from class 7310).",This class includes warming and/ or chilling equipment used for  the display and serving of food.,"Warming and/or Chilling Tables, Stationary and Portable; Serving  Carts; Field and Mobile Baking Ovens; Toasters; Waffle Irons; Grills;  Special Aircraft, Marine, and Railway Type Food Cooking Equipment;  Utensils with Integral Heating Units; Cafeteria Type Display Cases and Showcases; Soda Fountains; Milk, Soda, and/or Ice Cream Dispensers; Cold Food Counters; Combination Heated-Refrigerated Food Serving Equipment; Carbonators; and other types of refrigerated food serving and display equipment commonly used in cafeterias, mess hall kitchens, and the like."
7310,FOOD COOKING BAKING SERVING EQ,10/15/1978,9/30/2011,"Food Cooking, Baking, and Serving Equipment","Carts other than Serving; Commissary or Food Store Type Refrigeration Equipment; Commercial Household, or Professional and Scientific Refrigerators; Drinking Fountains; (see class 4110 for items excluded from class 7310).",This class includes warming and/ or chilling equipment used for  the display and serving of food.,"Warming and/or Chilling Tables, Stationary and Portable; Serving  Carts; Field and Mobile Baking Ovens; Toasters; Waffle Irons; Grills;  Special Aircraft, Marine, and Railway Type Food Cooking Equipment;  Utensils with Integral Heating Units; Cafeteria Type Display Cases and Showcases; Soda Fountains; Milk, Soda, and/or Ice Cream Dispensers; Cold Food Counters; Combination Heated-Refrigerated Food Serving Equipment; Carbonators; and other types of refrigerated food serving and display equipment commonly used in cafeterias, mess hall kitchens, and the like."
7320,KITCHEN EQUIPMENT AND APPLIANCES,10/15/1978,,Kitchen Equipment and Appliances,Sinks; Serving Carts (see class 7310 for Food Serving Carts).,,Dishwashing Machines; Food Slicing Machines; Food Mixers;  Utility Carts Specially designed for use in Kitchen and Dining Area.
7330,KITCHEN HAND TOOLS AND UTENSILS,10/15/1978,,Kitchen Hand Tools and Utensils,Utensils with Integral Heating Units; Knives; Forks; Spoons.,,Pots; Pans; Can Openers; Graters; Food Mashers; Cleavers; Vacuum  Bottles and Jugs.
7340,CUTLERY AND FLATWARE,10/15/1978,,Cutlery and Flatware,,,Knives; Forks; Spoons; Hunting Knives.
7350,TABLEWARE,11/15/1978,,Tableware,,,China and Earthenware; Glassware; Paper Plates and Cups
7360,SET KIT & OUTFIT FOOD PREP & SERV,10/15/1978,9/30/2011,"Sets, Kits, Outfits and Modules Food Preparation and Serving",,,
7360,"SETS, KITS, OUTFITS AND MODULES, FOOD PREPERATION AND SERVING",10/1/2011,,"Sets, Kits, Outfits and Modules Food Preparation and Serving",,,
74,OFFICE MACH/TEXT PROCESS/VISIB REC,10/1/1979,,,,,
7420,ACCOUNTING AND CALCULATING MACHINES,10/15/1978,,Accounting and Calculating Machines,"Punched card system machines; Machines or devices that can be  applied to a variety of problems by the internal execution of a series of  instructions, not limited to specific keystroke functions, but controlled by a general purpose data processing language.",,Accounting and adding machines and electronic calculators.
7430,TYPEWRITERS AND OFFICE TYPE COMPOSING MACHINES,10/1/2011,,Typewriters and Office Type Composing  Machines,"Typewriters and office type composing machines which are  designed primarily for use as a component of an ADPE system or that  are user programmable, and that can be applied to a variety of  applications by the internal execution of a series of instructions, not limited to  specific keystroke functions, but controlled by some form of general purpose data processing language.",,"Typewriters and office type composing machines with built-in electric/electronic functions such as margins, headings, tabs, centering  and related actions."
7430,TYPEWRITER & OFFICE COMPOSING MACH,10/15/1978,9/30/2011,Typewriters and Office Type Composing  Machines,"Typewriters and office type composing machines which are  designed primarily for use as a component of an ADPE system or that  are user programmable, and that can be applied to a variety of  applications by the internal execution of a series of instructions, not limited to  specific keystroke functions, but controlled by some form of general purpose data processing language.",,"Typewriters and office type composing machines with built-in electric/electronic functions such as margins, headings, tabs, centering  and related actions."
